vid,nid,delta,field_event_start_date_value,field_event_start_date_value2,field_event_start_date_rrule
19573,10906,6,2015-02-18T02:30:00,2015-02-18T04:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,7,2015-02-25T02:30:00,2015-02-25T04:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,8,2015-03-04T02:30:00,2015-03-04T04:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,9,2015-03-11T01:30:00,2015-03-11T03:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,10,2015-03-18T01:30:00,2015-03-18T03:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,11,2015-03-25T01:30:00,2015-03-25T03:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,12,2015-04-01T01:30:00,2015-04-01T03:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,13,2015-04-08T01:30:00,2015-04-08T03:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,14,2015-04-15T01:30:00,2015-04-15T03:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,15,2015-04-22T01:30:00,2015-04-22T03:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,16,2015-04-29T01:30:00,2015-04-29T03:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,17,2015-05-06T01:30:00,2015-05-06T03:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,18,2015-05-13T01:30:00,2015-05-13T03:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,19,2015-05-20T01:30:00,2015-05-20T03:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,20,2015-05-27T01:30:00,2015-05-27T03:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,21,2015-06-10T01:30:00,2015-06-10T03:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,22,2015-06-17T01:30:00,2015-06-17T03:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,23,2015-06-24T01:30:00,2015-06-24T03:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,24,2015-07-01T01:30:00,2015-07-01T03:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,25,2015-07-08T01:30:00,2015-07-08T03:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,26,2015-07-15T01:30:00,2015-07-15T03:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,27,2015-07-22T01:30:00,2015-07-22T03:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,28,2015-07-29T01:30:00,2015-07-29T03:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,29,2015-08-05T01:30:00,2015-08-05T03:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,30,2015-08-12T01:30:00,2015-08-12T03:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,31,2015-08-19T01:30:00,2015-08-19T03:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,32,2015-08-26T01:30:00,2015-08-26T03:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,33,2015-09-02T01:30:00,2015-09-02T03:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,34,2015-09-09T01:30:00,2015-09-09T03:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,35,2015-09-16T01:30:00,2015-09-16T03:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,36,2015-09-23T01:30:00,2015-09-23T03:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,37,2015-09-30T01:30:00,2015-09-30T03:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,38,2015-10-07T01:30:00,2015-10-07T03:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,39,2015-10-14T01:30:00,2015-10-14T03:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,40,2015-10-21T01:30:00,2015-10-21T03:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,41,2015-10-28T01:30:00,2015-10-28T03:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,42,2015-11-04T02:30:00,2015-11-04T04:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,43,2015-11-11T02:30:00,2015-11-11T04:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,44,2015-11-18T02:30:00,2015-11-18T04:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,45,2015-11-25T02:30:00,2015-11-25T04:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,46,2015-12-02T02:30:00,2015-12-02T04:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,47,2015-12-09T02:30:00,2015-12-09T04:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,48,2015-12-16T02:30:00,2015-12-16T04:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19573,10906,49,2015-12-23T02:30:00,2015-12-23T04:30:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU;UNTIL=20151223T075959Z;WKST=SU
EXDATE:20150602T070000Z"
19618,10918,0,2015-01-18T01:00:00,2015-01-18T03:00:00,NULL
19619,10919,0,2015-02-13T18:00:00,2015-02-15T06:00:00,NULL
19620,10920,0,2015-02-14T19:00:00,2015-02-14T23:00:00,NULL
19675,10958,0,2015-02-05T03:00:00,2015-02-05T04:30:00,NULL
19676,10958,0,2015-02-05T03:00:00,2015-02-05T04:30:00,NULL
19681,10963,0,NULL,NULL,NULL
19683,10965,0,2015-06-13T16:00:00,2015-06-15T01:00:00,NULL
19684,10966,0,2015-06-20T16:00:00,2015-06-22T01:00:00,NULL
19685,10967,0,2015-08-30T00:30:00,2015-08-30T04:00:00,NULL
19686,10967,0,2015-08-30T00:30:00,2015-08-30T04:00:00,NULL
19690,10963,0,2015-05-22T00:30:00,2015-05-22T03:00:00,NULL
19691,10968,0,2015-06-19T00:30:00,2015-06-19T03:00:00,NULL
19692,10969,0,2015-07-17T00:30:00,2015-07-17T03:00:00,NULL
19693,10970,0,2015-08-21T00:30:00,2015-08-21T03:00:00,NULL
19694,10971,0,2015-09-18T00:30:00,2015-09-18T03:00:00,NULL
19695,10972,0,2015-09-24T22:00:00,2015-09-25T02:00:00,NULL
19696,10973,0,2015-09-26T16:00:00,2015-09-27T01:00:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151031T065959Z;WKST=SU"
19696,10973,1,2015-09-29T16:00:00,2015-09-30T01:00:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151031T065959Z;WKST=SU"
19696,10973,2,2015-09-30T16:00:00,2015-10-01T01:00:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151031T065959Z;WKST=SU"
19696,10973,3,2015-10-01T16:00:00,2015-10-02T01:00:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151031T065959Z;WKST=SU"
19696,10973,4,2015-10-02T16:00:00,2015-10-03T01:00:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151031T065959Z;WKST=SU"
19696,10973,5,2015-10-03T16:00:00,2015-10-04T01:00:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151031T065959Z;WKST=SU"
19696,10973,6,2015-10-06T16:00:00,2015-10-07T01:00:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151031T065959Z;WKST=SU"
19696,10973,7,2015-10-07T16:00:00,2015-10-08T01:00:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151031T065959Z;WKST=SU"
19696,10973,8,2015-10-08T16:00:00,2015-10-09T01:00:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151031T065959Z;WKST=SU"
19696,10973,9,2015-10-09T16:00:00,2015-10-10T01:00:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151031T065959Z;WKST=SU"
19696,10973,10,2015-10-10T16:00:00,2015-10-11T01:00:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151031T065959Z;WKST=SU"
19696,10973,11,2015-10-13T16:00:00,2015-10-14T01:00:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151031T065959Z;WKST=SU"
19696,10973,12,2015-10-14T16:00:00,2015-10-15T01:00:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151031T065959Z;WKST=SU"
19696,10973,13,2015-10-15T16:00:00,2015-10-16T01:00:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151031T065959Z;WKST=SU"
19696,10973,14,2015-10-16T16:00:00,2015-10-17T01:00:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151031T065959Z;WKST=SU"
19696,10973,15,2015-10-17T16:00:00,2015-10-18T01:00:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151031T065959Z;WKST=SU"
19696,10973,16,2015-10-20T16:00:00,2015-10-21T01:00:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151031T065959Z;WKST=SU"
19696,10973,17,2015-10-21T16:00:00,2015-10-22T01:00:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151031T065959Z;WKST=SU"
19696,10973,18,2015-10-22T16:00:00,2015-10-23T01:00:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151031T065959Z;WKST=SU"
19696,10973,19,2015-10-23T16:00:00,2015-10-24T01:00:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151031T065959Z;WKST=SU"
19696,10973,20,2015-10-24T16:00:00,2015-10-25T01:00:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151031T065959Z;WKST=SU"
19696,10973,21,2015-10-27T16:00:00,2015-10-28T01:00:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151031T065959Z;WKST=SU"
19696,10973,22,2015-10-28T16:00:00,2015-10-29T01:00:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151031T065959Z;WKST=SU"
19696,10973,23,2015-10-29T16:00:00,2015-10-30T01:00:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151031T065959Z;WKST=SU"
19696,10973,24,2015-10-30T16:00:00,2015-10-31T01:00:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151031T065959Z;WKST=SU"
19698,10975,0,2015-06-20T20:00:00,2015-06-20T21:30:00,NULL
19699,10976,0,2015-07-18T20:00:00,2015-07-18T21:30:00,NULL
19700,10977,0,2015-08-15T20:00:00,2015-08-15T21:30:00,NULL
19705,10919,0,2015-02-13T18:00:00,2015-02-15T06:00:00,NULL
19714,10986,0,2015-05-28T00:00:00,2015-05-28T01:00:00,NULL
19715,10987,0,2015-06-11T00:00:00,2015-06-11T01:00:00,NULL
19716,10988,0,2015-06-25T00:00:00,2015-06-25T01:00:00,NULL
19717,10989,0,2015-07-09T00:00:00,2015-07-09T01:00:00,NULL
19718,10990,0,2015-07-23T00:00:00,2015-07-23T01:00:00,NULL
19719,10991,0,2015-08-13T00:00:00,2015-08-13T01:00:00,NULL
19720,10992,0,2015-08-27T00:00:00,2015-08-27T01:00:00,NULL
19725,10993,0,2015-01-16T18:00:00,2015-01-16T18:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,1,2015-01-23T18:00:00,2015-01-23T18:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,2,2015-01-30T18:00:00,2015-01-30T18:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,3,2015-02-06T18:00:00,2015-02-06T18:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,4,2015-02-13T18:00:00,2015-02-13T18:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,5,2015-02-20T18:00:00,2015-02-20T18:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,6,2015-02-27T18:00:00,2015-02-27T18:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,7,2015-03-06T18:00:00,2015-03-06T18:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,8,2015-03-13T17:00:00,2015-03-13T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,9,2015-03-20T17:00:00,2015-03-20T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,10,2015-03-27T17:00:00,2015-03-27T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,11,2015-04-03T17:00:00,2015-04-03T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,12,2015-04-10T17:00:00,2015-04-10T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,13,2015-04-17T17:00:00,2015-04-17T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,14,2015-04-24T17:00:00,2015-04-24T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,15,2015-05-01T17:00:00,2015-05-01T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,16,2015-05-08T17:00:00,2015-05-08T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,17,2015-05-15T17:00:00,2015-05-15T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,18,2015-05-22T17:00:00,2015-05-22T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,19,2015-05-29T17:00:00,2015-05-29T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,20,2015-06-05T17:00:00,2015-06-05T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,21,2015-06-12T17:00:00,2015-06-12T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,22,2015-06-19T17:00:00,2015-06-19T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,23,2015-06-26T17:00:00,2015-06-26T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,24,2015-07-03T17:00:00,2015-07-03T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,25,2015-07-10T17:00:00,2015-07-10T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,26,2015-07-17T17:00:00,2015-07-17T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,27,2015-07-24T17:00:00,2015-07-24T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,28,2015-07-31T17:00:00,2015-07-31T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,29,2015-08-07T17:00:00,2015-08-07T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,30,2015-08-14T17:00:00,2015-08-14T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,31,2015-08-21T17:00:00,2015-08-21T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,32,2015-08-28T17:00:00,2015-08-28T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,33,2015-09-04T17:00:00,2015-09-04T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,34,2015-09-11T17:00:00,2015-09-11T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,35,2015-09-18T17:00:00,2015-09-18T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,36,2015-09-25T17:00:00,2015-09-25T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,37,2015-10-02T17:00:00,2015-10-02T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,38,2015-10-09T17:00:00,2015-10-09T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,39,2015-10-16T17:00:00,2015-10-16T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,40,2015-10-23T17:00:00,2015-10-23T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,41,2015-10-30T17:00:00,2015-10-30T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,42,2015-11-06T18:00:00,2015-11-06T18:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,43,2015-11-13T18:00:00,2015-11-13T18:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,44,2015-11-20T18:00:00,2015-11-20T18:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,45,2015-11-27T18:00:00,2015-11-27T18:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,46,2015-12-04T18:00:00,2015-12-04T18:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,47,2015-12-11T18:00:00,2015-12-11T18:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19725,10993,48,2015-12-18T18:00:00,2015-12-18T18:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151225T075959Z;WKST=SU
19770,8952,0,2015-06-19T19:00:00,2015-06-22T00:00:00,NULL
19771,8953,0,2015-04-18T16:00:00,2018-04-19T00:00:00,NULL
19858,11075,0,2015-03-28T01:00:00,2015-03-28T06:00:00,NULL
19859,11076,0,2015-03-28T17:00:00,2015-03-29T04:00:00,NULL
19927,11119,0,2015-03-01T21:00:00,2015-03-01T21:00:00,NULL
19937,11127,0,2015-07-04T15:00:00,2015-07-04T20:00:00,NULL
19945,11134,0,2015-06-27T13:00:00,2015-06-28T01:00:00,NULL
19986,11119,0,2015-03-01T21:00:00,2015-03-01T21:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=WE;UNTIL=20151228T075959Z;WKST=SU
19986,11119,1,2015-03-04T21:00:00,2015-03-04T21:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=WE;UNTIL=20151228T075959Z;WKST=SU
19986,11119,2,2015-03-11T20:00:00,2015-03-11T20:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=WE;UNTIL=20151228T075959Z;WKST=SU
19986,11119,3,2015-03-18T20:00:00,2015-03-18T20:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=WE;UNTIL=20151228T075959Z;WKST=SU
19986,11119,4,2015-03-25T20:00:00,2015-03-25T20:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=WE;UNTIL=20151228T075959Z;WKST=SU
19986,11119,5,2015-04-01T20:00:00,2015-04-01T20:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=WE;UNTIL=20151228T075959Z;WKST=SU
19986,11119,6,2015-04-08T20:00:00,2015-04-08T20:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=WE;UNTIL=20151228T075959Z;WKST=SU
19986,11119,7,2015-04-15T20:00:00,2015-04-15T20:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=WE;UNTIL=20151228T075959Z;WKST=SU
19986,11119,8,2015-04-22T20:00:00,2015-04-22T20:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=WE;UNTIL=20151228T075959Z;WKST=SU
19986,11119,9,2015-04-29T20:00:00,2015-04-29T20:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=WE;UNTIL=20151228T075959Z;WKST=SU
19986,11119,10,2015-05-06T20:00:00,2015-05-06T20:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=WE;UNTIL=20151228T075959Z;WKST=SU
19986,11119,11,2015-05-13T20:00:00,2015-05-13T20:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=WE;UNTIL=20151228T075959Z;WKST=SU
19986,11119,12,2015-05-20T20:00:00,2015-05-20T20:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=WE;UNTIL=20151228T075959Z;WKST=SU
19986,11119,13,2015-05-27T20:00:00,2015-05-27T20:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;BYDAY=WE;UNTIL=20151228T075959Z;WKST=SU
